Name of the body; position x; position y; position z; mass of the body
neptune; 29.3444; 5.47223; -0.787703; 0.00203369
sun; 0.00876213; -0.00140986; -0.000174083; 39.4784
jupiter; -3.77472; -3.91784; 0.100754; 0.0376937
saturn; 5.28338; 7.4255; -0.339314; 0.0112863
uranus; 4.19232; 18.8174; 0.0151282; 0.00172372
neptune; 29.3423; 5.4836; -0.787887; 0.00203369
sun; 0.00874935; -0.00139699; -0.00017388; 39.4784
jupiter; -3.75527; -3.93556; 0.100393; 0.0376937
saturn; 5.26565; 7.43727; -0.338812; 0.0112863
uranus; 4.17823; 18.8198; 0.0153201; 0.00172372
neptune; 29.3401; 5.49496; -0.788071; 0.00203369
sun; 0.00873649; -0.00138421; -0.000173675; 39.4784
jupiter; -3.73572; -3.95319; 0.100029; 0.0376937
saturn; 5.24789; 7.44901; -0.338309; 0.0112863
uranus; 4.16414; 18.8223; 0.015512; 0.00172372
neptune; 29.3379; 5.50632; -0.788255; 0.00203369
sun; 0.00872355; -0.00137151; -0.000173468; 39.4784
jupiter; -3.71608; -3.97072; 0.099662; 0.0376937
saturn; 5.23011; 7.46071; -0.337803; 0.0112863
uranus; 4.15005; 18.8248; 0.0157039; 0.00172372
neptune; 29.3358; 5.51769; -0.788439; 0.00203369
sun; 0.00871053; -0.0013589; -0.00017326; 39.4784
jupiter; -3.69635; -3.98815; 0.099293; 0.0376937
saturn; 5.21229; 7.47236; -0.337296; 0.0112863
uranus; 4.13596; 18.8272; 0.0158958; 0.00172372
neptune; 29.3336; 5.52905; -0.788623; 0.00203369
sun; 0.00869744; -0.00134636; -0.00017305; 39.4784
jupiter; -3.67653; -4.00548; 0.0989216; 0.0376937
saturn; 5.19445; 7.48398; -0.336788; 0.0112863
uranus; 4.12186; 18.8297; 0.0160876; 0.00172372
neptune; 29.3314; 5.54041; -0.788806; 0.00203369
sun; 0.00868426; -0.0013339; -0.000172838; 39.4784
jupiter; -3.65662; -4.02272; 0.0985477; 0.0376937
saturn; 5.17659; 7.49556; -0.336277; 0.0112863
uranus; 4.10776; 18.8321; 0.0162795; 0.00172372
neptune; 29.3292; 5.55177; -0.78899; 0.00203369
sun; 0.00867101; -0.00132153; -0.000172624; 39.4784
jupiter; -3.63662; -4.03986; 0.0981714; 0.0376937
saturn; 5.15869; 7.5071; -0.335765; 0.0112863
uranus; 4.09366; 18.8346; 0.0164713; 0.00172372
neptune; 29.327; 5.56313; -0.789173; 0.00203369
sun; 0.00865768; -0.00130924; -0.000172408; 39.4784
jupiter; -3.61653; -4.0569; 0.0977927; 0.0376937
saturn; 5.14077; 7.51861; -0.335251; 0.0112863
uranus; 4.07956; 18.837; 0.0166632; 0.00172372
neptune; 29.3249; 5.57448; -0.789356; 0.00203369
sun; 0.00864427; -0.00129703; -0.00017219; 39.4784
jupiter; -3.59635; -4.07384; 0.0974116; 0.0376937
saturn; 5.12282; 7.53007; -0.334735; 0.0112863
uranus; 4.06545; 18.8394; 0.016855; 0.00172372
neptune; 29.3227; 5.58584; -0.789539; 0.00203369
sun; 0.00863079; -0.00128491; -0.000171971; 39.4784
jupiter; -3.57609; -4.09068; 0.0970281; 0.0376937
saturn; 5.10484; 7.54149; -0.334218; 0.0112863
uranus; 4.05134; 18.8418; 0.0170468; 0.00172372
neptune; 29.3205; 5.5972; -0.789722; 0.00203369
sun; 0.00861723; -0.00127287; -0.00017175; 39.4784
jupiter; -3.55573; -4.10742; 0.0966423; 0.0376937
saturn; 5.08684; 7.55288; -0.333698; 0.0112863
uranus; 4.03723; 18.8442; 0.0172386; 0.00172372
neptune; 29.3183; 5.60855; -0.789905; 0.00203369
sun; 0.0086036; -0.00126091; -0.000171527; 39.4784
jupiter; -3.53529; -4.12406; 0.096254; 0.0376937
saturn; 5.06881; 7.56422; -0.333177; 0.0112863
uranus; 4.02312; 18.8465; 0.0174304; 0.00172372
neptune; 29.316; 5.61991; -0.790088; 0.00203369
sun; 0.00858989; -0.00124904; -0.000171303; 39.4784
jupiter; -3.51476; -4.14059; 0.0958634; 0.0376937
saturn; 5.05076; 7.57553; -0.332655; 0.0112863
uranus; 4.00901; 18.8489; 0.0176222; 0.00172372
neptune; 29.3138; 5.63126; -0.79027; 0.00203369
sun; 0.0085761; -0.00123726; -0.000171076; 39.4784
jupiter; -3.49414; -4.15703; 0.0954704; 0.0376937
saturn; 5.03268; 7.58679; -0.33213; 0.0112863
uranus; 3.99489; 18.8513; 0.0178139; 0.00172372
neptune; 29.3116; 5.64261; -0.790453; 0.00203369
sun; 0.00856224; -0.00122556; -0.000170848; 39.4784
jupiter; -3.47344; -4.17336; 0.0950751; 0.0376937
saturn; 5.01457; 7.59802; -0.331604; 0.0112863
uranus; 3.98077; 18.8536; 0.0180057; 0.00172372
neptune; 29.3094; 5.65396; -0.790635; 0.00203369
sun; 0.00854831; -0.00121395; -0.000170619; 39.4784
jupiter; -3.45265; -4.1896; 0.0946774; 0.0376937
saturn; 4.99644; 7.6092; -0.331076; 0.0112863
uranus; 3.96665; 18.8559; 0.0181975; 0.00172372
neptune; 29.3072; 5.66531; -0.790818; 0.00203369
sun; 0.00853431; -0.00120242; -0.000170387; 39.4784
jupiter; -3.43178; -4.20572; 0.0942774; 0.0376937
saturn; 4.97828; 7.62035; -0.330547; 0.0112863
uranus; 3.95253; 18.8583; 0.0183892; 0.00172372
neptune; 29.3049; 5.67666; -0.791; 0.00203369
sun; 0.00852023; -0.00119098; -0.000170154; 39.4784
jupiter; -3.41082; -4.22175; 0.0938751; 0.0376937
saturn; 4.96009; 7.63146; -0.330015; 0.0112863
uranus; 3.9384; 18.8606; 0.0185809; 0.00172372
neptune; 29.3027; 5.68801; -0.791182; 0.00203369
sun; 0.00850607; -0.00117963; -0.000169919; 39.4784
jupiter; -3.38978; -4.23767; 0.0934704; 0.0376937
saturn; 4.94188; 7.64252; -0.329482; 0.0112863
uranus; 3.92428; 18.8629; 0.0187727; 0.00172372
neptune; 29.3005; 5.69936; -0.791364; 0.00203369
sun; 0.00849185; -0.00116836; -0.000169682; 39.4784
jupiter; -3.36865; -4.25349; 0.0930634; 0.0376937
saturn; 4.92364; 7.65355; -0.328947; 0.0112863
uranus; 3.91015; 18.8652; 0.0189644; 0.00172372
neptune; 29.2982; 5.71071; -0.791545; 0.00203369
sun; 0.00847755; -0.00115719; -0.000169444; 39.4784
jupiter; -3.34744; -4.2692; 0.0926542; 0.0376937
saturn; 4.90538; 7.66453; -0.328411; 0.0112863
uranus; 3.89601; 18.8674; 0.0191561; 0.00172372
neptune; 29.296; 5.72206; -0.791727; 0.00203369
sun; 0.00846319; -0.0011461; -0.000169204; 39.4784
jupiter; -3.32615; -4.28481; 0.0922427; 0.0376937
saturn; 4.88709; 7.67548; -0.327872; 0.0112863
uranus; 3.88188; 18.8697; 0.0193478; 0.00172372
neptune; 29.2937; 5.7334; -0.791909; 0.00203369
sun; 0.00844875; -0.0011351; -0.000168962; 39.4784
jupiter; -3.30478; -4.30031; 0.0918288; 0.0376937
saturn; 4.86877; 7.68639; -0.327332; 0.0112863
uranus; 3.86774; 18.872; 0.0195394; 0.00172372
neptune; 29.2915; 5.74475; -0.79209; 0.00203369
sun; 0.00843424; -0.00112419; -0.000168719; 39.4784
jupiter; -3.28332; -4.3157; 0.0914127; 0.0376937
saturn; 4.85043; 7.69725; -0.326791; 0.0112863
uranus; 3.85361; 18.8742; 0.0197311; 0.00172372
neptune; 29.2892; 5.75609; -0.792271; 0.00203369
sun; 0.00841966; -0.00111337; -0.000168474; 39.4784
jupiter; -3.26178; -4.33099; 0.0909944; 0.0376937
saturn; 4.83207; 7.70808; -0.326247; 0.0112863
uranus; 3.83947; 18.8765; 0.0199228; 0.00172372
neptune; 29.2869; 5.76744; -0.792453; 0.00203369
sun; 0.00840501; -0.00110264; -0.000168227; 39.4784
jupiter; -3.24017; -4.34617; 0.0905738; 0.0376937
saturn; 4.81368; 7.71886; -0.325702; 0.0112863
uranus; 3.82532; 18.8787; 0.0201144; 0.00172372
neptune; 29.2847; 5.77878; -0.792634; 0.00203369
sun; 0.00839029; -0.001092; -0.000167979; 39.4784
jupiter; -3.21847; -4.36124; 0.0901509; 0.0376937
saturn; 4.79526; 7.72961; -0.325155; 0.0112863
uranus; 3.81118; 18.8809; 0.020306; 0.00172372
neptune; 29.2824; 5.79012; -0.792815; 0.00203369
sun; 0.00837551; -0.00108145; -0.000167729; 39.4784
jupiter; -3.19669; -4.37621; 0.0897258; 0.0376937
saturn; 4.77682; 7.74031; -0.324607; 0.0112863
uranus; 3.79703; 18.8831; 0.0204977; 0.00172372
neptune; 29.2801; 5.80146; -0.792995; 0.00203369
sun; 0.00836065; -0.00107099; -0.000167477; 39.4784
jupiter; -3.17483; -4.39107; 0.0892985; 0.0376937
saturn; 4.75836; 7.75097; -0.324057; 0.0112863
uranus; 3.78288; 18.8853; 0.0206893; 0.00172372
neptune; 29.2778; 5.8128; -0.793176; 0.00203369
sun; 0.00834573; -0.00106063; -0.000167224; 39.4784
jupiter; -3.1529; -4.40582; 0.088869; 0.0376937
saturn; 4.73986; 7.7616; -0.323505; 0.0112863
uranus; 3.76873; 18.8875; 0.0208809; 0.00172372
neptune; 29.2755; 5.82414; -0.793357; 0.00203369
sun; 0.00833074; -0.00105035; -0.000166969; 39.4784
jupiter; -3.13088; -4.42046; 0.0884373; 0.0376937
saturn; 4.72135; 7.77218; -0.322951; 0.0112863
uranus; 3.75458; 18.8897; 0.0210724; 0.00172372
neptune; 29.2732; 5.83548; -0.793537; 0.00203369
sun; 0.00831568; -0.00104017; -0.000166712; 39.4784
jupiter; -3.10879; -4.43499; 0.0880034; 0.0376937
saturn; 4.70281; 7.78272; -0.322396; 0.0112863
uranus; 3.74042; 18.8918; 0.021264; 0.00172372
neptune; 29.2709; 5.84682; -0.793718; 0.00203369
sun; 0.00830056; -0.00103008; -0.000166454; 39.4784
jupiter; -3.08662; -4.44941; 0.0875673; 0.0376937
saturn; 4.68424; 7.79322; -0.321839; 0.0112863
uranus; 3.72627; 18.894; 0.0214556; 0.00172372
neptune; 29.2686; 5.85815; -0.793898; 0.00203369
sun; 0.00828537; -0.00102009; -0.000166195; 39.4784
jupiter; -3.06438; -4.46372; 0.087129; 0.0376937
saturn; 4.66565; 7.80368; -0.32128; 0.0112863
uranus; 3.71211; 18.8961; 0.0216471; 0.00172372
neptune; 29.2663; 5.86949; -0.794078; 0.00203369
sun; 0.00827012; -0.00101019; -0.000165934; 39.4784
jupiter; -3.04205; -4.47792; 0.0866885; 0.0376937
saturn; 4.64704; 7.8141; -0.32072; 0.0112863
uranus; 3.69795; 18.8983; 0.0218387; 0.00172372
neptune; 29.264; 5.88082; -0.794258; 0.00203369
sun; 0.0082548; -0.00100038; -0.000165671; 39.4784
jupiter; -3.01966; -4.49201; 0.0862459; 0.0376937
saturn; 4.6284; 7.82447; -0.320157; 0.0112863
uranus; 3.68378; 18.9004; 0.0220302; 0.00172372
neptune; 29.2617; 5.89216; -0.794438; 0.00203369
sun; 0.00823942; -0.000990663; -0.000165406; 39.4784
jupiter; -2.99718; -4.50598; 0.0858012; 0.0376937
saturn; 4.60974; 7.83481; -0.319594; 0.0112863
uranus; 3.66962; 18.9025; 0.0222217; 0.00172372
neptune; 29.2594; 5.90349; -0.794618; 0.00203369
sun; 0.00822397; -0.000981044; -0.00016514; 39.4784
jupiter; -2.97463; -4.51985; 0.0853543; 0.0376937
saturn; 4.59105; 7.84511; -0.319028; 0.0112863
uranus; 3.65545; 18.9046; 0.0224132; 0.00172372
neptune; 29.2571; 5.91482; -0.794797; 0.00203369
sun; 0.00820846; -0.000971519; -0.000164873; 39.4784
jupiter; -2.95201; -4.5336; 0.0849053; 0.0376937
saturn; 4.57234; 7.85536; -0.318461; 0.0112863
uranus; 3.64128; 18.9067; 0.0226047; 0.00172372
neptune; 29.2547; 5.92615; -0.794977; 0.00203369
sun; 0.00819288; -0.00096209; -0.000164604; 39.4784
jupiter; -2.92932; -4.54724; 0.0844542; 0.0376937
saturn; 4.55361; 7.86557; -0.317892; 0.0112863
uranus; 3.62711; 18.9088; 0.0227962; 0.00172372
neptune; 29.2524; 5.93748; -0.795156; 0.00203369
sun; 0.00817724; -0.000952756; -0.000164333; 39.4784
jupiter; -2.90655; -4.56077; 0.0840009; 0.0376937
saturn; 4.53485; 7.87574; -0.317322; 0.0112863
uranus; 3.61294; 18.9109; 0.0229876; 0.00172372
neptune; 29.2501; 5.94881; -0.795336; 0.00203369
sun; 0.00816154; -0.000943519; -0.000164061; 39.4784
jupiter; -2.88371; -4.57418; 0.0835456; 0.0376937
saturn; 4.51606; 7.88587; -0.31675; 0.0112863
uranus; 3.59876; 18.9129; 0.0231791; 0.00172372
neptune; 29.2477; 5.96014; -0.795515; 0.00203369
sun; 0.00814578; -0.000934378; -0.000163788; 39.4784
jupiter; -2.86079; -4.58748; 0.0830882; 0.0376937
saturn; 4.49726; 7.89596; -0.316176; 0.0112863
uranus; 3.58459; 18.915; 0.0233705; 0.00172372
neptune; 29.2454; 5.97147; -0.795694; 0.00203369
sun; 0.00812996; -0.000925334; -0.000163513; 39.4784
jupiter; -2.83781; -4.60067; 0.0826287; 0.0376937
saturn; 4.47843; 7.90601; -0.315601; 0.0112863
uranus; 3.57041; 18.917; 0.0235619; 0.00172372
neptune; 29.243; 5.9828; -0.795873; 0.00203369
sun; 0.00811408; -0.000916387; -0.000163236; 39.4784
jupiter; -2.81475; -4.61374; 0.0821671; 0.0376937
saturn; 4.45957; 7.91601; -0.315024; 0.0112863
uranus; 3.55622; 18.919; 0.0237533; 0.00172372
neptune; 29.2407; 5.99412; -0.796052; 0.00203369
sun; 0.00809813; -0.000907537; -0.000162958; 39.4784
jupiter; -2.79163; -4.62669; 0.0817035; 0.0376937
saturn; 4.4407; 7.92598; -0.314445; 0.0112863
uranus; 3.54204; 18.9211; 0.0239447; 0.00172372
neptune; 29.2383; 6.00545; -0.796231; 0.00203369
sun; 0.00808213; -0.000898786; -0.000162679; 39.4784
jupiter; -2.76843; -4.63953; 0.0812379; 0.0376937
saturn; 4.4218; 7.9359; -0.313864; 0.0112863
uranus; 3.52786; 18.9231; 0.0241361; 0.00172372
neptune; 29.236; 6.01677; -0.796409; 0.00203369
sun; 0.00806607; -0.000890132; -0.000162398; 39.4784
jupiter; -2.74516; -4.65226; 0.0807702; 0.0376937
saturn; 4.40287; 7.94578; -0.313282; 0.0112863
uranus; 3.51367; 18.9251; 0.0243275; 0.00172372
neptune; 29.2336; 6.02809; -0.796588; 0.00203369
sun; 0.00804995; -0.000881577; -0.000162115; 39.4784
jupiter; -2.72183; -4.66486; 0.0803005; 0.0376937
saturn; 4.38393; 7.95562; -0.312699; 0.0112863
uranus; 3.49948; 18.9271; 0.0245188; 0.00172372
neptune; 29.2312; 6.03942; -0.796766; 0.00203369
sun; 0.00803377; -0.000873121; -0.000161831; 39.4784
jupiter; -2.69843; -4.67735; 0.0798287; 0.0376937
saturn; 4.36496; 7.96541; -0.312113; 0.0112863
uranus; 3.48529; 18.929; 0.0247102; 0.00172372
neptune; 29.2289; 6.05074; -0.796944; 0.00203369
sun; 0.00801753; -0.000864764; -0.000161546; 39.4784
jupiter; -2.67496; -4.68973; 0.079355; 0.0376937
saturn; 4.34596; 7.97517; -0.311526; 0.0112863
uranus; 3.4711; 18.931; 0.0249015; 0.00172372
neptune; 29.2265; 6.06206; -0.797122; 0.00203369
sun; 0.00800124; -0.000856507; -0.000161259; 39.4784
jupiter; -2.65142; -4.70198; 0.0788793; 0.0376937
saturn; 4.32695; 7.98488; -0.310938; 0.0112863
uranus; 3.4569; 18.933; 0.0250928; 0.00172372
neptune; 29.2241; 6.07338; -0.7973; 0.00203369
sun; 0.00798488; -0.000848349; -0.000160971; 39.4784
jupiter; -2.62782; -4.71412; 0.0784016; 0.0376937
saturn; 4.30791; 7.99455; -0.310347; 0.0112863
uranus; 3.44271; 18.9349; 0.0252841; 0.00172372
neptune; 29.2217; 6.0847; -0.797478; 0.00203369
sun; 0.00796848; -0.000840292; -0.000160682; 39.4784
jupiter; -2.60415; -4.72614; 0.0779219; 0.0376937
saturn; 4.28885; 8.00418; -0.309755; 0.0112863
uranus; 3.42851; 18.9368; 0.0254754; 0.00172372
neptune; 29.2193; 6.09601; -0.797656; 0.00203369
sun; 0.00795201; -0.000832335; -0.000160391; 39.4784
jupiter; -2.58041; -4.73805; 0.0774403; 0.0376937
saturn; 4.26977; 8.01376; -0.309162; 0.0112863
uranus; 3.41431; 18.9388; 0.0256667; 0.00172372
neptune; 29.2169; 6.10733; -0.797834; 0.00203369
sun; 0.00793549; -0.00082448; -0.000160098; 39.4784
jupiter; -2.55661; -4.74983; 0.0769568; 0.0376937
saturn; 4.25066; 8.02331; -0.308567; 0.0112863
uranus; 3.4001; 18.9407; 0.0258579; 0.00172372
neptune; 29.2145; 6.11865; -0.798011; 0.00203369
sun; 0.00791892; -0.000816725; -0.000159804; 39.4784
jupiter; -2.53274; -4.76149; 0.0764713; 0.0376937
saturn; 4.23153; 8.03281; -0.30797; 0.0112863
uranus; 3.3859; 18.9426; 0.0260492; 0.00172372
neptune; 29.2121; 6.12996; -0.798189; 0.00203369
sun; 0.00790229; -0.000809072; -0.000159509; 39.4784
jupiter; -2.50882; -4.77304; 0.0759838; 0.0376937
saturn; 4.21238; 8.04227; -0.307371; 0.0112863
uranus; 3.37169; 18.9445; 0.0262404; 0.00172372
neptune; 29.2097; 6.14128; -0.798366; 0.00203369
sun; 0.00788561; -0.000801521; -0.000159213; 39.4784
jupiter; -2.48482; -4.78446; 0.0754945; 0.0376937
saturn; 4.19321; 8.05168; -0.306771; 0.0112863
uranus; 3.35749; 18.9464; 0.0264316; 0.00172372
neptune; 29.2073; 6.15259; -0.798543; 0.00203369
sun; 0.00786888; -0.000794072; -0.000158915; 39.4784
jupiter; -2.46077; -4.79577; 0.0750032; 0.0376937
saturn; 4.17401; 8.06106; -0.30617; 0.0112863
uranus; 3.34328; 18.9482; 0.0266228; 0.00172372
neptune; 29.2049; 6.1639; -0.79872; 0.00203369
sun; 0.00785209; -0.000786726; -0.000158616; 39.4784
jupiter; -2.43665; -4.80695; 0.0745101; 0.0376937
saturn; 4.1548; 8.07039; -0.305566; 0.0112863
uranus; 3.32906; 18.9501; 0.026814; 0.00172372
neptune; 29.2025; 6.17521; -0.798897; 0.00203369
sun; 0.00783525; -0.000779482; -0.000158315; 39.4784
jupiter; -2.41247; -4.81801; 0.0740151; 0.0376937
saturn; 4.13556; 8.07968; -0.304962; 0.0112863
uranus; 3.31485; 18.9519; 0.0270051; 0.00172372
neptune; 29.2; 6.18652; -0.799074; 0.00203369
sun; 0.00781836; -0.000772342; -0.000158014; 39.4784
jupiter; -2.38823; -4.82896; 0.0735182; 0.0376937
saturn; 4.1163; 8.08892; -0.304355; 0.0112863
uranus; 3.30063; 18.9538; 0.0271963; 0.00172372
neptune; 29.1976; 6.19783; -0.799251; 0.00203369
sun; 0.00780142; -0.000765305; -0.000157711; 39.4784
jupiter; -2.36393; -4.83978; 0.0730195; 0.0376937
saturn; 4.09702; 8.09813; -0.303747; 0.0112863
uranus; 3.28642; 18.9556; 0.0273874; 0.00172372
neptune; 29.1952; 6.20914; -0.799427; 0.00203369
sun; 0.00778442; -0.000758372; -0.000157406; 39.4784
jupiter; -2.33957; -4.85047; 0.0725189; 0.0376937
saturn; 4.07771; 8.10729; -0.303137; 0.0112863
uranus; 3.2722; 18.9574; 0.0275785; 0.00172372
neptune; 29.1927; 6.22045; -0.799604; 0.00203369
sun; 0.00776738; -0.000751543; -0.000157101; 39.4784
jupiter; -2.31516; -4.86105; 0.0720164; 0.0376937
saturn; 4.05839; 8.11641; -0.302526; 0.0112863
uranus; 3.25798; 18.9592; 0.0277696; 0.00172372
neptune; 29.1903; 6.23176; -0.79978; 0.00203369
sun; 0.00775029; -0.000744818; -0.000156794; 39.4784
jupiter; -2.29068; -4.8715; 0.0715122; 0.0376937
saturn; 4.03904; 8.12548; -0.301913; 0.0112863
uranus; 3.24375; 18.961; 0.0279607; 0.00172372
neptune; 29.1878; 6.24306; -0.799956; 0.00203369
sun; 0.00773314; -0.000738198; -0.000156485; 39.4784
jupiter; -2.26614; -4.88183; 0.0710062; 0.0376937
saturn; 4.01967; 8.13451; -0.301299; 0.0112863
uranus; 3.22953; 18.9628; 0.0281518; 0.00172372
neptune; 29.1854; 6.25437; -0.800133; 0.00203369
sun; 0.00771595; -0.000731684; -0.000156176; 39.4784
jupiter; -2.24155; -4.89204; 0.0704983; 0.0376937
saturn; 4.00028; 8.1435; -0.300682; 0.0112863
uranus; 3.2153; 18.9646; 0.0283428; 0.00172372
neptune; 29.1829; 6.26567; -0.800308; 0.00203369
sun; 0.00769872; -0.000725274; -0.000155865; 39.4784
jupiter; -2.2169; -4.90212; 0.0699887; 0.0376937
saturn; 3.98087; 8.15245; -0.300065; 0.0112863
uranus; 3.20108; 18.9664; 0.0285339; 0.00172372
neptune; 29.1805; 6.27698; -0.800484; 0.00203369
sun; 0.00768143; -0.00071897; -0.000155553; 39.4784
jupiter; -2.19219; -4.91208; 0.0694772; 0.0376937
saturn; 3.96144; 8.16135; -0.299446; 0.0112863
uranus; 3.18685; 18.9681; 0.0287249; 0.00172372
neptune; 29.178; 6.28828; -0.80066; 0.00203369
sun; 0.0076641; -0.000712772; -0.00015524; 39.4784
jupiter; -2.16743; -4.92191; 0.0689641; 0.0376937
saturn; 3.94199; 8.17021; -0.298825; 0.0112863
uranus; 3.17261; 18.9699; 0.0289159; 0.00172372
neptune; 29.1755; 6.29958; -0.800836; 0.00203369
sun; 0.00764672; -0.00070668; -0.000154926; 39.4784
jupiter; -2.14261; -4.93162; 0.0684491; 0.0376937
saturn; 3.92252; 8.17903; -0.298202; 0.0112863
uranus; 3.15838; 18.9716; 0.0291069; 0.00172372
neptune; 29.1731; 6.31088; -0.801011; 0.00203369
sun; 0.00762929; -0.000700695; -0.00015461; 39.4784
jupiter; -2.11774; -4.9412; 0.0679325; 0.0376937
saturn; 3.90302; 8.1878; -0.297578; 0.0112863
uranus; 3.14415; 18.9733; 0.0292979; 0.00172372
neptune; 29.1706; 6.32218; -0.801187; 0.00203369
sun; 0.00761182; -0.000694817; -0.000154293; 39.4784
jupiter; -2.09282; -4.95066; 0.0674141; 0.0376937
saturn; 3.88351; 8.19653; -0.296953; 0.0112863
uranus; 3.12991; 18.9751; 0.0294888; 0.00172372
neptune; 29.1681; 6.33348; -0.801362; 0.00203369
sun; 0.00759431; -0.000689045; -0.000153975; 39.4784
jupiter; -2.06784; -4.96; 0.0668939; 0.0376937
saturn; 3.86398; 8.20522; -0.296326; 0.0112863
uranus; 3.11567; 18.9768; 0.0296798; 0.00172372
neptune; 29.1656; 6.34477; -0.801537; 0.00203369
sun; 0.00757675; -0.000683381; -0.000153656; 39.4784
jupiter; -2.04281; -4.9692; 0.0663721; 0.0376937
saturn; 3.84442; 8.21387; -0.295697; 0.0112863
uranus; 3.10143; 18.9784; 0.0298707; 0.00172372
neptune; 29.1631; 6.35607; -0.801712; 0.00203369
sun; 0.00755914; -0.000677825; -0.000153336; 39.4784
jupiter; -2.01772; -4.97828; 0.0658486; 0.0376937
saturn; 3.82485; 8.22247; -0.295067; 0.0112863
uranus; 3.08719; 18.9801; 0.0300616; 0.00172372
neptune; 29.1606; 6.36737; -0.801887; 0.00203369
sun; 0.0075415; -0.000672376; -0.000153014; 39.4784
jupiter; -1.99259; -4.98724; 0.0653234; 0.0376937
saturn; 3.80525; 8.23102; -0.294435; 0.0112863
uranus; 3.07294; 18.9818; 0.0302525; 0.00172372
neptune; 29.1581; 6.37866; -0.802062; 0.00203369
sun; 0.00752381; -0.000667036; -0.000152691; 39.4784
jupiter; -1.9674; -4.99607; 0.0647966; 0.0376937
saturn; 3.78563; 8.23953; -0.293801; 0.0112863
uranus; 3.0587; 18.9835; 0.0304433; 0.00172372
neptune; 29.1556; 6.38996; -0.802237; 0.00203369
sun; 0.00750608; -0.000661804; -0.000152368; 39.4784
jupiter; -1.94217; -5.00477; 0.0642681; 0.0376937
saturn; 3.766; 8.248; -0.293166; 0.0112863
uranus; 3.04445; 18.9851; 0.0306342; 0.00172372
neptune; 29.1531; 6.40125; -0.802411; 0.00203369
sun; 0.00748831; -0.000656681; -0.000152043; 39.4784
jupiter; -1.91688; -5.01334; 0.0637379; 0.0376937
saturn; 3.74634; 8.25643; -0.29253; 0.0112863
uranus; 3.0302; 18.9868; 0.030825; 0.00172372
neptune; 29.1506; 6.41254; -0.802586; 0.00203369
sun; 0.00747049; -0.000651667; -0.000151717; 39.4784
jupiter; -1.89155; -5.02178; 0.0632061; 0.0376937
saturn; 3.72667; 8.26481; -0.291892; 0.0112863
uranus; 3.01595; 18.9884; 0.0310159; 0.00172372
neptune; 29.1481; 6.42383; -0.80276; 0.00203369
sun; 0.00745264; -0.000646763; -0.00015139; 39.4784
jupiter; -1.86616; -5.0301; 0.0626727; 0.0376937
saturn; 3.70697; 8.27315; -0.291252; 0.0112863
uranus; 3.0017; 18.99; 0.0312067; 0.00172372
neptune; 29.1455; 6.43512; -0.802934; 0.00203369
sun; 0.00743475; -0.000641968; -0.000151062; 39.4784
jupiter; -1.84073; -5.03829; 0.0621377; 0.0376937
saturn; 3.68726; 8.28144; -0.290611; 0.0112863
uranus; 2.98745; 18.9916; 0.0313974; 0.00172372
neptune; 29.143; 6.44641; -0.803108; 0.00203369
sun; 0.00741682; -0.000637282; -0.000150732; 39.4784
jupiter; -1.81525; -5.04635; 0.0616012; 0.0376937
saturn; 3.66752; 8.2897; -0.289969; 0.0112863
uranus; 2.97319; 18.9932; 0.0315882; 0.00172372
neptune; 29.1405; 6.4577; -0.803282; 0.00203369
sun; 0.00739884; -0.000632707; -0.000150402; 39.4784
jupiter; -1.78973; -5.05428; 0.061063; 0.0376937
saturn; 3.64777; 8.2979; -0.289324; 0.0112863
uranus; 2.95893; 18.9948; 0.031779; 0.00172372
neptune; 29.138; 6.46899; -0.803456; 0.00203369
sun; 0.00738084; -0.000628242; -0.000150071; 39.4784
jupiter; -1.76416; -5.06208; 0.0605233; 0.0376937
saturn; 3.628; 8.30606; -0.288679; 0.0112863
uranus; 2.94468; 18.9964; 0.0319697; 0.00172372
neptune; 29.1354; 6.48027; -0.80363; 0.00203369
sun; 0.00736279; -0.000623888; -0.000149738; 39.4784
